longitud;latitud;altura;calle;tipo;superficie;fecha;tamaño
-58.522696190101726;-34.600135204902848;4601;JUAREZ BENITO;Hormigón;21.56;08-06-2009;Vado Doble
-58.522816603155277;-34.6002057775273;4601;MISTRAL GABRIELA;Hormigón;21.21;08-06-2009;Vado Doble
-58.522603087172065;-34.600247619558672;4599;JUAREZ BENITO;Hormigón;22.24;08-06-2009;Vado Doble
-58.522719619960142;-34.600321404722649;4598;JUAREZ BENITO;Hormigón;21.56;08-06-2009;Vado Doble
-58.445622772636405;-34.610766350093208;898;PLANES;Hormigón;7.85;08-06-2009;Vado Simple
-58.44978615260959;-34.601165366189562;401;BELAUSTEGUI LUIS DR;Hormigón;21.08;08-06-2009;Vado Doble
-58.378983230974306;-34.611787935452966;302;TACUARI;Hormigón;4.83;08-06-2009;Vado Simple
-58.379119245614923;-34.611685291629136;901;MORENO;Hormigón;3.99;08-06-2009;Vado Simple
-58.379014396371829;-34.611688430288766;899;MORENO;Hormigón;4.03;08-06-2009;Vado Simple
-58.511742405780502;-34.612504764305136;2998;JUAREZ BENITO;Hormigón;19.91;08-06-2009;Vado Doble
-58.511847184790774;-34.612389142911525;3002;JUAREZ BENITO;Hormigón;18.02;08-06-2009;Vado Doble
-58.511718995077914;-34.6123153521972;4699;NAZARRE;Hormigón;20.17;08-06-2009;Vado Doble
-58.511610334641858;-34.612434185572454;4698;NAZARRE;Hormigón;22.12;08-06-2009;Vado Doble
-58.445679379635784;-34.610628922613479;899;PLANES;Hormigón;5.23;08-06-2009;Vado Simple
-58.445768654721888;-34.610811935555191;902;PLANES;Hormigón;10.37;08-06-2009;Vado Doble
-58.463219426573851;-34.599570170465967;1202;DIKMAN ADOLFO;Hormigón;14.08;08-06-2009;Vado Doble
-58.463324256063586;-34.599380748031571;1199;DIKMAN ADOLFO;Hormigón;18.74;08-06-2009;Vado Doble
-58.512904398433115;-34.613193819088309;2999;ALLENDE;Hormigón;17.07;08-06-2009;Vado Doble
-58.51303258860689;-34.613264398011509;2998;ALLENDE;Hormigón;20.18;08-06-2009;Vado Doble
-58.51312960220806;-34.613151989268495;3002;ALLENDE;Hormigón;20.90;08-06-2009;Vado Doble
-58.512628858130554;-34.613479669661068;2969;ALLENDE;Hormigón;4.56;08-06-2009;Vado Simple
-58.512562888575964;-34.613556749447227;2949;ALLENDE;Hormigón;4.23;08-06-2009;Vado Simple
-58.51328081360289;-34.612763452073899;4799;GONZALEZ CATAN;Hormigón;6.42;08-06-2009;Vado Simple
-58.422634499127042;-34.633377372245256;4201;INCLAN;Hormigón;16.00;08-06-2009;Vado Doble
-58.416587373834567;-34.60230492736784;3701;HUMAHUACA;Hormigón;8.30;08-06-2009;Vado Doble
-58.416614471516979;-34.602452622422859;3702;HUMAHUACA;Hormigón;7.42;08-06-2009;Vado Doble
-58.510056703412481;-34.611950133994846;4599;SOLA MANUEL;Hormigón;11.27;08-06-2009;Vado Doble
-58.509990739969339;-34.612040054545254;4598;SOLA MANUEL;Hormigón;13.08;08-06-2009;Vado Doble
-58.510200427570389;-34.612030341482715;2954;PAZ MARCOS;Hormigón;12.90;08-06-2009;Vado Doble
-58.510130582835885;-34.612123474152966;2922;PAZ MARCOS;Hormigón;11.36;08-06-2009;Vado Doble
-58.425955123101666;-34.60435993436014;4302;SARMIENTO;Hormigón;7.68;08-06-2009;Vado Doble
-58.399946920770297;-34.61871352600194;802;MATHEU;Hormigón;13.85;08-06-2009;Vado Doble
-58.451816483698508;-34.60706485797914;901;VIALE LUIS;Hormigón;15.05;08-06-2009;Vado Doble
-58.454347283696904;-34.605920949389322;998;TRES ARROYOS;Hormigón;16.80;08-06-2009;Vado Doble
-58.416720373810641;-34.632902008886632;3702;INCLAN;Hormigón;14.73;13-07-2009;Vado Doble
-58.416707693709405;-34.632770241189753;3701;INCLAN;Hormigón;18.10;13-07-2009;Vado Doble
-58.416560966422971;-34.632896678172983;3698;INCLAN;Hormigón;13.52;13-07-2009;Vado Doble
-58.423561451588782;-34.623105860681477;4101;ESTADOS UNIDOS;Hormigón;19.82;13-07-2009;Vado Doble
-58.423542277559172;-34.623205994506534;4102;ESTADOS UNIDOS;Hormigón;15.40;13-07-2009;Vado Doble
-58.442033552301034;-34.622731474684393;1001;ALBERDI JUAN BAUTISTA;Hormigón;17.08;13-07-2009;Vado Doble
-58.441791219973688;-34.62296333652214;998;ALBERDI JUAN BAUTISTA;Hormigón;19.28;13-07-2009;Vado Doble
-58.441969742205579;-34.622947555413937;1002;ALBERDI JUAN BAUTISTA;Hormigón;23.05;13-07-2009;Vado Doble
-58.425168460385159;-34.62820104644782;4298;COCHABAMBA;Hormigón;20.27;13-07-2009;Vado Doble
-58.425334225955538;-34.628227449944482;4302;COCHABAMBA;Hormigón;18.14;13-07-2009;Vado Doble
-58.425200402306984;-34.628064022728154;4299;COCHABAMBA;Hormigón;22.19;13-07-2009;Vado Doble
-58.42341941157909;-34.623083455488704;798;TREINTA Y TRES ORIENTALES;Hormigón;20.26;13-07-2009;Vado Doble
-58.423400232414579;-34.623194130340387;802;TREINTA Y TRES ORIENTALES;Hormigón;14.73;13-07-2009;Vado Doble
-58.43862353867204;-34.607661124414292;901;AMBROSETTI JUAN B.;Hormigón;16.30;13-07-2009;Vado Doble
-58.441861719647058;-34.622748384906423;999;ALBERDI JUAN BAUTISTA;Hormigón;13.98;13-07-2009;Vado Doble
-58.421573534328978;-34.620064549820597;3959;MEXICO;Hormigón;4.66;13-07-2009;Vado Simple
-58.421433280072407;-34.620053961400409;3955;MEXICO;Hormigón;4.00;13-07-2009;Vado Simple
-58.42421787449809;-34.620297393699474;4101;MEXICO;Hormigón;10.74;13-07-2009;Vado Doble
-58.477162908420134;-34.578201589322461;3598;COMBATIENTES DE MALVINAS;Hormigón;15.94;11-06-2009;Vado Doble
-58.513043527661488;-34.616628733212544;4999;BAIGORRIA;Hormigón;15.87;16-07-2009;Vado Doble
-58.513150215272574;-34.616733789971164;2402;BERMUDEZ;Hormigón;17.32;16-07-2009;Vado Doble
-58.401975051085664;-34.60631009642568;2498;SARMIENTO;Hormigón;11.95;17-07-2009;Vado Doble
-58.40211035249169;-34.60632711546458;2502;SARMIENTO;Hormigón;14.40;17-07-2009;Vado Doble
-58.402114541558333;-34.606205064764879;2501;SARMIENTO;Hormigón;11.02;17-07-2009;Vado Doble
-58.401979232945394;-34.606198216791903;2499;SARMIENTO;Hormigón;12.79;17-07-2009;Vado Doble
-58.401895487282836;-34.607536088029462;199;LARREA;Hormigón;5.54;17-07-2009;Vado Doble
-58.402038999011559;-34.607542940173715;198;LARREA;Hormigón;12.66;17-07-2009;Vado Doble
-58.402039092707383;-34.607414106756117;202;LARREA;Hormigón;15.20;17-07-2009;Vado Doble
-58.401899679198642;-34.607410647008614;201;LARREA;Hormigón;11.46;17-07-2009;Vado Doble
-58.406401595068409;-34.603216253703607;2802;LAVALLE;Hormigón;14.63;17-07-2009;Vado Doble
-58.406237651054298;-34.603117857602477;2799;LAVALLE;Hormigón;13.85;17-07-2009;Vado Doble
-58.406372968762568;-34.603104358717196;2801;LAVALLE;Hormigón;13.15;17-07-2009;Vado Doble
-58.40626216774394;-34.603243312146581;2798;LAVALLE;Hormigón;13.47;17-07-2009;Vado Doble
-58.451707662920569;-34.607190001593516;902;VIALE LUIS;Hormigón;14.40;08-06-2009;Vado Doble
-58.407226350435835;-34.606565149625951;2899;SARMIENTO;Hormigón;5.85;13-07-2009;Vado Doble
-58.407419343713059;-34.606602788534957;2901;SARMIENTO;Hormigón;2.47;13-07-2009;Vado Simple
-58.407362589209342;-34.606579293235406;302;BOULOGNE SUR MER;Hormigón;3.13;13-07-2009;Vado Simple
-58.407588887905042;-34.60776226198724;201;BOULOGNE SUR MER;Hormigón;3.18;13-07-2009;Vado Simple
-58.40773649214956;-34.607762328570047;202;BOULOGNE SUR MER;Hormigón;3.48;13-07-2009;Vado Simple
-58.408651175253461;-34.606725382206641;2998;SARMIENTO;Hormigón;2.88;13-07-2009;Vado Simple
-58.408702244086896;-34.606762956133338;299;ECUADOR;Hormigón;2.88;13-07-2009;Vado Simple
-58.45146698922688;-34.619291699689732;401;OROÑO NICASIO;Hormigón;5.68;13-07-2009;Vado Doble
-58.409034566989419;-34.607825184451862;2999;PERON JUAN DOMINGO TTE GRAL;Hormigón;3.43;13-07-2009;Vado Simple
-58.407243309673305;-34.606673117366746;2898;SARMIENTO;Hormigón;2.85;13-07-2009;Vado Simple
-58.407294374721879;-34.606715385795326;299;BOULOGNE SUR MER;Hormigón;2.85;13-07-2009;Vado Simple
-58.407419272163757;-34.606710748533324;2902;SARMIENTO;Hormigón;10.44;13-07-2009;Vado Doble
-58.408838501621901;-34.606748934616888;3002;SARMIENTO;Hormigón;4.29;13-07-2009;Vado Doble
-58.419649876653999;-34.605034068287715;501;SALGUERO JERONIMO;Hormigón;10.25;13-07-2009;Vado Doble
-58.451358902951476;-34.619466677221332;1398;AVELLANEDA;Hormigón;4.00;13-07-2009;Vado Simple
-58.453198619238542;-34.618753360738282;501;BIEDMA JOSE JUAN;Hormigón;20.17;13-07-2009;Vado Doble
-58.451644490011063;-34.611847435341751;1202;FRANKLIN;Hormigón;15.75;13-07-2009;Vado Doble
-58.451608931700875;-34.619324570015024;402;OROÑO NICASIO;Hormigón;3.88;13-07-2009;Vado Simple
-58.451625957847355;-34.619380898426051;1401;AVELLANEDA;Hormigón;4.21;13-07-2009;Vado Simple
-58.519381893535432;-34.601620522921706;4498;HABANA;Hormigón;18.76;13-07-2009;Vado Doble
-58.519461293438461;-34.601512525892154;4499;HABANA;Hormigón;18.01;13-07-2009;Vado Doble
-58.519506834569846;-34.601700261427808;4502;HABANA;Hormigón;20.35;13-07-2009;Vado Doble
-58.519603264385537;-34.601592256377806;4501;HABANA;Hormigón;21.54;13-07-2009;Vado Doble
-58.524188345236063;-34.608059329813734;4998;NUEVA YORK;Hormigón;22.94;13-07-2009;Vado Doble
-58.524301821485906;-34.607970088223091;4999;NUEVA YORK;Hormigón;19.01;13-07-2009;Vado Doble
-58.52443245731466;-34.608054512632442;5001;NUEVA YORK;Hormigón;21.58;13-07-2009;Vado Doble
-58.509757511584809;-34.607386414862333;3198;SANABRIA;Hormigón;19.59;13-07-2009;Vado Doble
-58.509615532244887;-34.60729259125754;3199;SANABRIA;Hormigón;17.61;13-07-2009;Vado Doble
-58.509859632343165;-34.607269027581211;3202;SANABRIA;Hormigón;16.88;13-07-2009;Vado Doble
-58.472691676056712;-34.603752636606181;2398;LAMAS ANDRES;Hormigón;16.72;13-07-2009;Vado Doble
-58.472663272355554;-34.603588351818466;2399;LAMAS ANDRES;Hormigón;15.32;13-07-2009;Vado Doble
-58.479902260923197;-34.582129282489198;1599;AVALOS;Hormigón;3.14;13-07-2009;Vado Simple
-58.479913600000074;-34.582072953682548;4098;BERLIN;Hormigón;3.37;13-07-2009;Vado Simple
-58.480117909349225;-34.582058842894476;1602;AVALOS;Hormigón;3.59;13-07-2009;Vado Simple
-58.480123600362994;-34.582133945026129;4101;BERLIN;Hormigón;4.15;13-07-2009;Vado Simple
-58.480446915456696;-34.581288990270131;1698;AVALOS;Hormigón;3.74;13-07-2009;Vado Simple
-58.480520691195032;-34.581274897716668;4202;CADIZ;Hormigón;4.47;13-07-2009;Vado Simple
-58.480356099929679;-34.581237370160316;1699;AVALOS;Hormigón;4.20;13-07-2009;Vado Simple
-58.480350411745164;-34.581176349832205;4198;CADIZ;Hormigón;4.32;13-07-2009;Vado Simple
-58.480004428810354;-34.582185595253961;1598;AVALOS;Hormigón;3.36;13-07-2009;Vado Simple
-58.480066859601742;-34.582194974254364;4102;BERLIN;Hormigón;3.70;13-07-2009;Vado Simple
-58.480044116273071;-34.58199313832646;1601;AVALOS;Hormigón;3.80;13-07-2009;Vado Simple
-58.479953312839008;-34.58200253906449;4099;BERLIN;Hormigón;4.11;13-07-2009;Vado Simple
-58.463644425892312;-34.600429415694897;2501;CUCHA CUCHA;Hormigón;22.63;13-07-2009;Vado Doble
-58.463491158230845;-34.600457580304578;1298;DICKMAN;Hormigón;15.32;13-07-2009;Vado Doble
-58.480986098719093;-34.582547342539087;2801;LIVERPOOL;Hormigón;4.47;13-07-2009;Vado Simple
-58.457466284853083;-34.601887854859385;1999;PAYSANDU;Hormigón;17.24;13-07-2009;Vado Doble
-58.45760253600448;-34.601714185628339;2002;PAYSANDU;Hormigón;21.48;13-07-2009;Vado Doble
-58.457420880547495;-34.60174234141801;2001;PAYSANDU;Hormigón;17.21;13-07-2009;Vado Doble
-58.472850380622283;-34.603575320021221;1999;PUNTA ARENA;Hormigón;18.78;13-07-2009;Vado Doble
-58.472878782396535;-34.603720829096304;2402;LAMAS ANDRES;Hormigón;19.13;13-07-2009;Vado Doble
-58.369423022292345;-34.628169399642374;299;GARCIA MARTIN;Hormigón;5.22;06-07-2009;Vado Simple
-58.369608807131293;-34.628344726658042;301;GARCIA MARTIN;Hormigón;4.96;06-07-2009;Vado Simple
-58.512595048466025;-34.616368420067985;2401;LOMAS DE ZAMORA;Hormigón;4.56;08-06-2009;Vado Simple
-58.512677693324193;-34.616413000469855;2402;LOMAS DE ZAMORA;Hormigón;4.80;08-06-2009;Vado Simple
-58.520941248912592;-34.59790228795989;4698;SEGUROLA;Hormigón;4.51;08-06-2009;Vado Simple
-58.504994878870043;-34.601574206088351;3701;BEIRO FRANCISCO;Hormigón;5.10;08-06-2009;Vado Simple
-58.50498736873439;-34.601490407103604;3502;SAN NICOLAS;Hormigón;5.10;08-06-2009;Vado Simple
-58.458079929454236;-34.580878431791518;3701;ZABALA;Hormigón;6.54;01-07-2009;Vado Simple
-58.458141324275573;-34.580806501970578;1102;CHARLONE;Hormigón;5.82;01-07-2009;Vado Simple
-58.481996533595073;-34.58994574244791;1202;OSLO;Hormigón;5.02;01-07-2009;Vado Simple
-58.482057936060961;-34.589966889200227;3361;DE LOS CONSTITUYENTES;Hormigón;3.67;01-07-2009;Vado Simple
-58.480854800334697;-34.580775638273124;2701;BALLIVIAN;Hormigón;11.77;01-07-2009;Vado Doble
-58.480801895569506;-34.618866013911365;1259;CUENCA;Hormigón;7.15;01-07-2009;Vado Doble
-58.480394809590251;-34.581122984383072;4199;CADIZ;Hormigón;4.44;01-07-2009;Vado Simple
-58.480451082939389;-34.581114513608782;1701;AVALOS;Hormigón;4.34;01-07-2009;Vado Simple
-58.476227609057233;-34.591008434565879;3001;VIRREYES;Hormigón;5.59;01-07-2009;Vado Simple
-58.476403324916703;-34.581385531305237;3852;CADIZ;Hormigón;10.60;01-07-2009;Vado Doble
-58.461766648773434;-34.578184641770925;1399;ALVAREZ THOMAS;Hormigón;19.50;01-07-2009;Vado Doble
-58.448653059046535;-34.602397961143303;402;TRES ARROYOS;Hormigón;18.96;01-07-2009;Vado Doble
-58.437195374920627;-34.60444938632677;1;WARNES;Hormigón;7.92;01-07-2009;Vado Simple
-58.438459773560417;-34.602064637795372;202;ALVAREZ JULIAN;Hormigón;4.35;01-07-2009;Vado Simple
-58.438531419350582;-34.602047726859958;301;CAMARGO;Hormigón;4.04;01-07-2009;Vado Simple
-58.477110617848702;-34.582433058232034;2499;TREVERIS;Hormigón;14.25;01-07-2009;Vado Doble
-58.452927392644462;-34.600891071494026;3398;JUSTO JUAN B;Hormigón;18.58;04-08-2009;Vado Doble
-58.453063981479204;-34.600978528886991;3402;JUSTO JUAN B;Hormigón;21.75;04-08-2009;Vado Doble
-58.453253482372581;-34.600759927377361;3401;JUSTO JUAN B;Hormigón;20.94;04-08-2009;Vado Doble
-58.453121300520998;-34.600668826933855;3399;JUSTO JUAN B;Hormigón;14.47;04-08-2009;Vado Doble
-58.453870297682222;-34.601536061498066;3498;JUSTO JUAN B;Hormigón;10.14;04-08-2009;Vado Doble
-58.454200795265528;-34.601401271577458;3501;JUSTO JUAN B;Hormigón;21.95;04-08-2009;Vado Doble
-58.45407742273585;-34.601324747213184;3499;JUSTO JUAN B;Hormigón;18.64;04-08-2009;Vado Doble
-58.454011294637908;-34.601627161745434;3502;JUSTO JUAN B;Hormigón;11.29;04-08-2009;Vado Doble
-58.475992483632389;-34.581760069560161;2402;TREVERIS;Hormigón;4.79;04-08-2009;Vado Doble
-58.459631372375426;-34.605120124037327;4099;JUSTO JUAN B;Hormigón;15.59;04-08-2009;Vado Doble
-58.45949916308853;-34.605382460046151;4102;JUSTO JUAN B;Hormigón;16.87;04-08-2009;Vado Doble
-58.457436961868162;-34.60358973569263;3899;JUSTO JUAN B;Hormigón;4.41;04-08-2009;Vado Doble
-58.457582373425105;-34.603669901162192;1802;ESPINOSA;Hormigón;4.69;04-08-2009;Vado Simple
-58.457595589550195;-34.60372819937627;3901;JUSTO JUAN B;Hormigón;4.15;04-08-2009;Vado Simple
-58.456185564319156;-34.602751646356694;3701;JUSTO JUAN B;Hormigón;16.59;04-08-2009;Vado Doble
-58.456057782620718;-34.60266054935839;3699;JUSTO JUAN B;Hormigón;15.35;04-08-2009;Vado Doble
-58.455793376290735;-34.602850002104176;3698;JUSTO JUAN B;Hormigón;17.18;04-08-2009;Vado Doble
-58.455916752650062;-34.602926524714796;3702;JUSTO JUAN B;Hormigón;17.22;04-08-2009;Vado Doble
-58.454965003093143;-34.602281550109204;3602;JUSTO JUAN B;Hormigón;4.33;04-08-2009;Vado Doble
-58.45490771633164;-34.602307051696521;1898;REPETTO NICOLAS;Hormigón;5.30;04-08-2009;Vado Simple
-58.454828410475884;-34.602190451257705;1899;REPETTO NICOLAS;Hormigón;13.97;04-08-2009;Vado Doble
-58.455044347343147;-34.601982779527049;3599;JUSTO JUAN B;Hormigón;29.01;04-08-2009;Vado Doble
-58.455207378080253;-34.602081166975722;3601;JUSTO JUAN B;Hormigón;22.13;04-08-2009;Vado Doble
-58.457414905061967;-34.603968669527227;1798;ESPINOSA;Hormigón;4.61;04-08-2009;Vado Simple
-58.457472191056667;-34.603961384787887;3902;JUSTO JUAN B;Hormigón;4.47;04-08-2009;Vado Simple
-58.457309152796647;-34.603881218413299;1799;ESPINOSA;Hormigón;4.74;04-08-2009;Vado Simple
-58.457282717131079;-34.603822919583486;3898;JUSTO JUAN B;Hormigón;3.62;04-08-2009;Vado Simple
-58.451531105514952;-34.628462307715175;301;THORNE;Hormigón;3.81;24-07-2009;Vado Simple
-58.451372425998144;-34.628433144370604;302;THORNE;Hormigón;5.05;24-07-2009;Vado Simple
-58.399322889799606;-34.623542739567839;2402;SAN JUAN;Hormigón;16.74;10-08-2009;Vado Doble
-58.39921619405542;-34.623301185838798;2399;SAN JUAN;Hormigón;11.23;10-08-2009;Vado Doble
-58.399173276230833;-34.623519100939859;2398;SAN JUAN;Hormigón;18.86;10-08-2009;Vado Doble
-58.395577976669514;-34.621683063076681;2099;HUMBERTO 1;Hormigón;13.85;10-08-2009;Vado Doble
-58.395559636093054;-34.621807454063578;2098;HUMBERTO 1;Hormigón;10.80;10-08-2009;Vado Doble
-58.395714770485661;-34.621694447458324;2101;HUMBERTO 1;Hormigón;11.13;10-08-2009;Vado Doble
-58.396663142352779;-34.621857062915979;2198;HUMBERTO 1;Hormigón;10.52;10-08-2009;Vado Doble
-58.396818180011842;-34.621864686205399;2202;HUMBERTO 1;Hormigón;12.49;10-08-2009;Vado Doble
-58.394374151308703;-34.621633388260051;1999;HUMBERTO 1;Hormigón;4.37;10-08-2009;Vado Doble
-58.394524637491685;-34.621629702725713;2001;HUMBERTO 1;Hormigón;4.43;10-08-2009;Vado Doble
-58.401188967929244;-34.623777306575214;2598;SAN JUAN;Hormigón;4.50;10-08-2009;Vado Doble
-58.400942934330978;-34.623483143426967;2599;SAN JUAN;Hormigón;4.41;10-08-2009;Vado Simple
-58.393805779408147;-34.621733568939106;1998;HUMBERTO 1;Hormigón;4.18;10-08-2009;Vado Simple
-58.393851349268836;-34.621771291963334;1102;SARANDI;Hormigón;4.32;10-08-2009;Vado Simple
-58.393062628071924;-34.621559739403253;1098;COMBATE DE LOS POZOS;Hormigón;3.39;10-08-2009;Vado Simple
-58.39301700826816;-34.621582331730735;1899;HUMBERTO 1;Hormigón;4.48;10-08-2009;Vado Simple
-58.392998685956428;-34.62168033423513;1898;HUMBERTO 1;Hormigón;4.83;10-08-2009;Vado Simple
-58.393026021329788;-34.621710507688242;1102;COMBATE DE LOS POZOS;Hormigón;5.17;10-08-2009;Vado Simple
-58.393199408766321;-34.621586205516905;1901;HUMBERTO 1;Hormigón;4.63;10-08-2009;Vado Simple
-58.393176633460385;-34.621556034700973;1098;COMBATE DE LOS POZOS;Hormigón;4.36;10-08-2009;Vado Simple
-58.401230916572082;-34.62357314679474;2615;SAN JUAN;Hormigón;4.21;10-08-2009;Vado Simple
-58.401308265076956;-34.623810678651395;1201;SAAVEDRA;Hormigón;4.35;10-08-2009;Vado Simple
-58.401363012605458;-34.623776778635083;2602;SAN JUAN;Hormigón;5.10;10-08-2009;Vado Simple
-58.400296021827693;-34.623644296954105;2498;SAN JUAN;Hormigón;2.92;10-08-2009;Vado Simple
-58.400337038286068;-34.623678245487916;1202;ALBERTI;Hormigón;4.34;10-08-2009;Vado Simple
-58.401264358478628;-34.622370358570876;2598;HUMBERTO 1;Hormigón;10.88;10-08-2009;Vado Doble
-58.401442195428615;-34.622381757193274;2602;HUMBERTO 1;Hormigón;10.95;10-08-2009;Vado Doble
-58.400703624496238;-34.622151430569097;2501;HUMBERTO 1;Hormigón;12.04;10-08-2009;Vado Doble
-58.400685271832266;-34.622302210421822;2502;HUMBERTO 1;Hormigón;15.29;10-08-2009;Vado Doble
-58.400553162924872;-34.622121196171577;1098;ALBERTI;Hormigón;4.63;10-08-2009;Vado Simple
-58.400493858845877;-34.622151323781004;2499;HUMBERTO 1;Hormigón;4.78;10-08-2009;Vado Simple
-58.39400969709903;-34.621744483838533;1101;SARANDI;Hormigón;3.91;10-08-2009;Vado Simple
-58.40107150584663;-34.623505857326904;1199;SAAVEDRA;Hormigón;4.45;10-08-2009;Vado Simple
-58.424107105123909;-34.620284290816151;598;TREINTA Y TRES ORIENTALES;Hormigón;12.33;07-08-2009;Vado Doble
-58.424217672417385;-34.620412015892015;601;TREINTA Y TRES ORIENTALES;Hormigón;9.52;07-08-2009;Vado Doble
-58.441065718342607;-34.620717054645745;14;BARCO CENTENERA DEL;Hormigón;4.56;07-08-2009;Vado Simple
-58.441000483945984;-34.620741308500754;899;ROSARIO;Hormigón;2.72;07-08-2009;Vado Simple
-58.440974363898953;-34.620851846417466;898;ROSARIO;Hormigón;5.63;07-08-2009;Vado Simple
-58.441000442541501;-34.620900381941091;102;BARCO CENTENERA DEL;Hormigón;4.10;07-08-2009;Vado Simple
-58.440847006943237;-34.621990460798308;898;GUAYAQUIL;Hormigón;4.59;07-08-2009;Vado Simple
-58.440856823094862;-34.621869135372656;899;GUAYAQUIL;Hormigón;5.43;07-08-2009;Vado Simple
-58.443455340798472;-34.623064620774862;1098;ALBERDI JUAN BAUTISTA;Hormigón;19.08;07-08-2009;Vado Doble
-58.443605410371227;-34.622886697851186;1099;ALBERDI JUAN BAUTISTA;Hormigón;22.86;07-08-2009;Vado Doble
-58.443748896884998;-34.622970301162638;1101;ALBERDI JUAN BAUTISTA;Hormigón;23.41;07-08-2009;Vado Doble
-58.443595562261208;-34.623164400703814;101;MITRE EMILIO;Hormigón;5.41;07-08-2009;Vado Simple
-58.443657535685212;-34.623142841120981;1102;ALBERDI JUAN BAUTISTA;Hormigón;4.68;07-08-2009;Vado Simple
-58.433952854447902;-34.62793324755642;501;DIRECTORIO;Hormigón;22.89;07-08-2009;Vado Doble
-58.433724549536272;-34.627895447339604;499;DIRECTORIO;Hormigón;21.61;07-08-2009;Vado Doble
-58.420445840204273;-34.622896389716146;902;CASTRO;Hormigón;12.76;07-08-2009;Vado Doble
-58.420436129552705;-34.622750793763331;3899;ESTADOS UNIDOS;Hormigón;9.60;07-08-2009;Vado Doble
-58.42060572122022;-34.622761637039552;3901;ESTADOS UNIDOS;Hormigón;11.11;07-08-2009;Vado Doble
-58.394659522941893;-34.615959210639929;601;SARANDI;Hormigón;11.10;12-08-2009;Vado Doble
-58.451117393158;-34.609899871756539;1102;PUJOL;Hormigón;3.23;10-08-2009;Vado Simple
-58.449921318994832;-34.624167642492552;6002;RIVADAVIA;Hormigón;8.85;10-08-2009;Vado Doble
-58.449379164581991;-34.623689016306173;5999;RIVADAVIA;Hormigón;5.00;10-08-2009;Vado Doble
-58.449534249179351;-34.623737480595381;6001;RIVADAVIA;Hormigón;5.21;10-08-2009;Vado Doble
-58.450068287716114;-34.623973450963177;6023;RIVADAVIA;Hormigón;4.39;10-08-2009;Vado Simple
-58.44927330133509;-34.623899221682954;5956;RIVADAVIA;Hormigón;5.43;10-08-2009;Vado Simple
-58.410125976763609;-34.612821610714427;201;URQUIZA GRAL;Hormigón;3.45;08-09-2009;Vado Simple
-58.410158570733969;-34.612801421946422;3102;ALSINA ADOLFO;Hormigón;3.45;08-09-2009;Vado Simple
-58.399708250248402;-34.620851703066947;2399;CALVO CARLOS;Hormigón;3.82;08-09-2009;Vado Simple
-58.399765295778934;-34.620821428338274;998;MATHEU;Hormigón;3.37;08-09-2009;Vado Simple
-58.399907733165506;-34.620979756859178;1001;MATHEU;Hormigón;11.97;08-09-2009;Vado Doble
-58.411242913625827;-34.613980255041206;298;24 DE NOVIEMBRE;Hormigón;17.83;08-09-2009;Vado Doble
-58.399730450531607;-34.620973261851582;2398;CALVO CARLOS;Hormigón;12.41;08-09-2009;Vado Doble
-58.399938257332877;-34.620865620776655;2401;CALVO CARLOS;Hormigón;2.24;08-09-2009;Vado Simple
-58.399905700851662;-34.620828565589768;999;MATHEU;Hormigón;4.12;08-09-2009;Vado Simple
-58.393297459444383;-34.619440764249333;899;COMBATE DE LOS POZOS;Hormigón;4.25;08-09-2009;Vado Doble
-58.393272929051427;-34.619551865608251;901;COMBATE DE LOS POZOS;Hormigón;4.55;08-09-2009;Vado Doble
-58.432875711665048;-34.612955035753359;101;BOGOTA;Hormigón;28.35;08-09-2009;Vado Doble
-58.443345891002899;-34.624086667612438;202;MITRE EMILIO;Hormigón;7.08;08-09-2009;Vado Doble
-58.480842077861972;-34.583145230860616;4399;LONDRES;Hormigón;24.61;08-09-2009;Vado Doble
-58.476757637573293;-34.590451552804758;998;ANDONAEGUI;Hormigón;19.44;08-09-2009;Vado Doble
-58.476855335144215;-34.590333691340625;1002;ANDONAEGUI;Hormigón;16.21;08-09-2009;Vado Doble
-58.481253512861969;-34.588290073683559;3157;BELGRADO;Hormigón;7.45;08-09-2009;Vado Doble
-58.477960432545871;-34.580908933828823;2399;BERNA;Hormigón;18.07;08-09-2009;Vado Doble
-58.478033727796593;-34.580993103466469;2401;BERNA;Hormigón;19.81;08-09-2009;Vado Doble
-58.476245429550488;-34.581406242572498;3848;CADIZ;Hormigón;10.54;08-09-2009;Vado Doble
-58.477824939564059;-34.580931288506939;3999;CADIZ;Hormigón;19.63;08-09-2009;Vado Doble
-58.477918590835081;-34.581018822842104;3998;CADIZ;Hormigón;14.87;08-09-2009;Vado Doble
-58.480781271006158;-34.583246180616605;4201;DUBLIN;Hormigón;19.45;08-09-2009;Vado Doble
-58.480752738291393;-34.58308792870978;2799;GANDARA;Hormigón;23.77;08-09-2009;Vado Doble
-58.480675411482501;-34.583209157585046;4202;DUBLIN;Hormigón;22.58;08-09-2009;Vado Doble
-58.440587144734543;-34.603574257961377;298;GANDHI MAHATMA;Hormigón;15.62;08-09-2009;Vado Doble
-58.440729644423477;-34.603678665055121;302;GANDHI MAHATMA;Hormigón;17.12;08-09-2009;Vado Doble
-58.442834632335476;-34.605126896112147;502;GANDHI MAHATMA;Hormigón;15.27;08-09-2009;Vado Doble
