longitud;latitud;altura;calle;tipo;superficie;fecha;tamaño
-58.426836524852511;-34.577719969698215;4801;"SANTA FE, AV.";Hormigón Premold;4.63;20-06-1121;Vado Simple
-58.432053023745581;-34.587562066834501;5198;HONDURAS;Hormigón Premold;4.25;21-11-2006;Vado Simple
-58.432151955432772;-34.587571717686103;1599;URIARTE;Hormigón Premold;4.25;21-11-2006;Vado Simple
-58.428446778898085;-34.577234359217599;4899;"SANTA FE, AV.";Hormigón;2.50;20-06-1121;Vado Simple
-58.432140390001912;-34.58736956777625;5201;HONDURAS;Hormigón Premold;4.25;21-11-2006;Vado Simple
-58.432023995905674;-34.587369538575473;1602;URIARTE;Hormigón Premold;4.25;21-11-2006;Vado Simple
-58.433049008643131;-34.586792785886807;5302;HONDURAS;Hormigón;4.25;20-06-1212;Vado Simple
-58.433048976587415;-34.586883030091506;1798;GODOY CRUZ;Hormigón;4.25;20-06-1212;Vado Simple
-58.425726492256508;-34.575675468287358;478;"BULLRICH, INT., AV.";Hormigón;20.37;12-12-2006;Vado Doble
-58.425831049173624;-34.575888573062279;448;"BULLRICH, INT., AV.";Hormigón;20.37;12-12-2006;Vado Doble
-58.425951692207498;-34.576134975262029;418;"BULLRICH, INT., AV.";Hormigón;20.37;12-12-2006;Vado Doble
-58.426080386096821;-34.576381379748462;388;"BULLRICH, INT., AV.";Hormigón;20.37;12-12-2006;Vado Doble
-58.434370609462803;-34.585761488158077;5430;HONDURAS;Hormigón;5.52;16-01-2007;Vado Simple
-58.425630650929001;-34.575461908633741;508;"BULLRICH, INT., AV.";Hormigón;20.37;16-01-2007;Vado Doble
-58.425543928406888;-34.575305250726188;538;"BULLRICH, INT., AV.";Hormigón;20.37;16-01-2007;Vado Doble
-58.434148256072113;-34.588774083483457;1398;URIARTE;Hormigón;3.83;13-02-2007;Vado Simple
-58.434137714847971;-34.588673500406728;5202;"CABRERA, JOSE, A.";Hormigón;3.83;13-02-2007;Vado Simple
-58.434053051279676;-34.588844030291867;1399;URIARTE;Hormigón;3.83;13-02-2007;Vado Simple
-58.433899708868239;-34.588830874991075;5198;"CABRERA, JOSE, A.";Hormigón;3.83;13-02-2007;Vado Simple
-58.435150420915306;-34.586399736366126;5399;GORRITI;Hormigón;11.86;13-02-2007;Vado Doble
-58.435256136588777;-34.586514553314778;5398;GORRITI;Hormigón;13.29;13-02-2007;Vado Doble
-58.436049087582226;-34.587143358061184;5439;"CABRERA, JOSE, A.";Hormigón;6.29;13-02-2007;Vado Simple
-58.433534720538006;-34.586421673819459;5362;HONDURAS;Hormigón;3.23;13-02-2007;Vado Simple
-58.435032755145308;-34.588070792530893;1598;GODOY CRUZ;Hormigón;7.13;15-03-2007;Vado Simple
-58.434877070717128;-34.587979365907223;1602;GODOY CRUZ;Hormigón;7.79;15-03-2007;Vado Simple
-58.434862004731855;-34.588177805441994;5298;"CABRERA, JOSE ANTONIO";Hormigón;11.44;15-03-2007;Vado Simple
-58.432772214841265;-34.586847873826699;1801;GODOY CRUZ;Hormigón;6.17;15-03-2007;Vado Simple
-58.435385142445185;-34.586432780225223;1598;DARWIN;Hormigón;6.89;15-03-2007;Vado Simple
-58.43615633659919;-34.587054451999684;1502;DARWIN;Hormigón;15.37;15-03-2007;Vado Doble
-58.420327985226457;-34.581411136975682;0;SANTA FE & Pza. Italia;Hormigón;6.15;23-03-2007;Vado Simple
-58.420631010161678;-34.580947940026768;0;SARMIENTO & Pza. Italia;Hormigón;4.80;23-03-2007;Vado Simple
-58.42160497379394;-34.580969141295611;0;THAMES & Pza. Italia;Hormigón;6.86;23-03-2007;Vado Simple
-58.420660900347443;-34.581720119926281;0;"BORGES, JORGE LUIS & Pza. Italia";Hormigón;8.10;23-03-2007;Vado Simple
-58.435525097358372;-34.583368390390234;5602;EL SALVADOR;Hormigón;12.36;12-04-2007;Vado Doble
-58.431282088445066;-34.587024983498004;1671;URIARTE;Hormigón;12.12;12-04-2007;Vado Doble
-58.439837342865353;-34.576889261159756;98;AMENABAR;Hormigón;17.15;14-05-2007;Vado Doble
-58.431160137286263;-34.588167386722482;5098;HONDURAS;Hormigón;13.81;10-05-2007;Vado Doble
-58.431309146442928;-34.588058479580134;5102;HONDURAS;Hormigón Premold;3.53;10-05-2007;Vado Simple
-58.433257226553295;-34.588154964469744;5202;GORRITI;Hormigón;14.81;10-05-2007;Vado Doble
-58.452339015839776;-34.563816327116818;1798;CUBA;Hormigón;14.94;10-05-2007;Vado Doble
-58.438516784894794;-34.575393849973885;2501;"ARENAL, CONCEPCION";Hormigón;4.14;06-06-2007;Vado Simple
-58.438542435094284;-34.575319659911649;102;ZAPATA;Hormigón;4.14;06-06-2007;Vado Simple
-58.438433462241264;-34.57549452684205;2502;"ARENAL, CONCEPCION";Hormigón;4.14;06-06-2007;Vado Simple
-58.438305321500309;-34.575483901993977;98;ZAPATA;Hormigón;4.14;06-06-2007;Vado Simple
-58.438222052871218;-34.57539909087776;99;ZAPATA;Hormigón;4.14;06-06-2007;Vado Simple
-58.438234895186767;-34.575303699699191;2498;"ARENAL, CONCEPCION";Hormigón;4.14;06-06-2007;Vado Simple
-58.433500192048385;-34.580070508607491;5699;SOLER;Hormigón;13.18;06-06-2007;Vado Doble
-58.434570441017399;-34.581015251750514;1999;BONPLAND;Hormigón;3.16;06-06-2007;Vado Simple
-58.434434189105289;-34.58100448741191;5698;NICARAGUA;Hormigón;3.12;06-06-2007;Vado Simple
-58.425404105753636;-34.588111547541146;1898;ARMENIA;Hormigón;10.74;06-06-2007;Vado Doble
-58.438445173277813;-34.575251381894141;101;ZAPATA;Hormigón;4.14;06-06-2007;Vado Simple
-58.438341368256509;-34.575245994787586;2499;"ARENAL, CONCEPCION";Hormigón;4.14;06-06-2007;Vado Simple
-58.462998682700771;-34.570031732290623;1799;CONDE;Hormigón;13.44;06-06-2007;Vado Doble
-58.431017569550505;-34.593515030164141;4699;CORDOBA;Hormigón;18.73;06-06-2007;Vado Doble
-58.429037814033975;-34.592180653555644;4699;"CABRERA, JOSE ANTONIO";Hormigón;13.54;06-06-2007;Vado Doble
-58.429161076996401;-34.59226118379835;1399;MALABIA;Hormigón;18.21;06-06-2007;Vado Doble
-58.440769002293337;-34.57779079657967;99;CRAMER;Hormigón;20.25;13-06-2007;Vado Doble
-58.438872005218421;-34.577562819660507;2;AMENABAR;Hormigón;16.53;13-06-2007;Vado Doble
-58.439949998891265;-34.578438061398955;1;CRAMER;Hormigón;15.97;13-06-2007;Vado Doble
-58.41036986347433;-34.580898768719173;3598;CABELLO;Hormigón;35.11;27-06-2007;Vado Doble
-58.409841116436674;-34.5810554715313;3502;CABELLO;Hormigón;22.86;27-06-2007;Vado Doble
-58.410917884345345;-34.581865364866793;3699;SCALABRINI ORTIZ RAUL;Hormigón;29.38;27-06-2007;Vado Doble
-58.457735937778104;-34.577235193659696;1102;DELGADO;Hormigón;7.35;17-07-2007;Vado Simple
-58.458669604022937;-34.577109890494746;1198;DELGADO;Hormigón;22.02;17-07-2007;Vado Doble
-58.459445363752195;-34.578223136478726;1299;ALVAREZ THOMAS;Hormigón;4.18;17-07-2007;Vado Simple
-58.437167294010742;-34.574263631419974;2402;ARENAL CONCEPCION;Hormigón Premold;2.73;04-07-2007;Vado Simple
-58.429159053419767;-34.59210747993319;4701;CABRERA JOSE A;Hormigón;13.78;04-07-2007;Vado Doble
-58.435269300447217;-34.58948819061353;5201;VEGA NICETO CNEL;Hormigón;12.19;04-07-2007;Vado Doble
-58.435405535696489;-34.589577073428465;1298;URIARTE;Hormigón;13.79;04-07-2007;Vado Doble
-58.435264003236412;-34.58965939257476;5198;VEGA NICETO CNEL;Hormigón;14.04;04-07-2007;Vado Doble
-58.435135626550867;-34.58957917989224;1301;URIARTE;Hormigón;13.76;04-07-2007;Vado Doble
-58.424250651842826;-34.589000750636501;1899;MALABIA;Hormigón;19.44;04-07-2007;Vado Doble
-58.424245484822222;-34.588840381488204;1902;MALABIA;Hormigón;18.38;04-07-2007;Vado Doble
-58.434610931293484;-34.580878976929128;1998;BONPLAND;Hormigón;17.78;04-07-2007;Vado Doble
-58.429949244109501;-34.588770563992874;1602;BORGES JORGE LUIS (plazoleta);Hormigón;3.83;06-08-2007;Vado Simple
-58.430143982664298;-34.58863486547299;1601;BORGES JORGE LUIS (plazoleta);Hormigón;4.19;06-08-2007;Vado Simple
-58.41023834828971;-34.582073465544291;3601;LAS HERAS GRAL;Hormigón;23.78;21-08-2007;Vado Doble
-58.436316398100317;-34.58892837970928;1498;GODOY CRUZ;Hormigón;13.67;31-08-2007;Vado Doble
-58.436194190344068;-34.588827928212879;5301;VEGA NICETO CNEL;Hormigón;12.19;31-08-2007;Vado Doble
-58.436177628563343;-34.589018155980618;1499;GODOY CRUZ;Hormigón;15.08;31-08-2007;Vado Doble
-58.455402669804144;-34.57761946342243;3401;PEREZ GREGORIA;Hormigón;13.17;31-08-2007;Vado Doble
-58.456341819153792;-34.570277218354164;2901;AVILES VIRREY;Hormigón;18.91;31-08-2007;Vado Doble
-58.444774338832495;-34.562018552788878;1602;CAMPOS LUIS M;Hormigón;15.37;31-08-2007;Vado Doble
-58.451131895029263;-34.578290958507523;3299;GARCIA TEODORO;Hormigón;10.39;31-08-2007;Vado Doble
-58.455988073184045;-34.578775428028017;1001;ALVAREZ THOMAS;Hormigón;15.88;31-08-2007;Vado Doble
-58.455813755473962;-34.578843711721376;999;ALVAREZ THOMAS;Hormigón;3.76;31-08-2007;Vado Simple
-58.455838988615319;-34.578798184206683;3498;PEREZ GREGORIA;Hormigón;4.14;31-08-2007;Vado Simple
-58.457158248626385;-34.578485918346011;1099;ALVAREZ THOMAS;Hormigón;3.38;31-08-2007;Vado Simple
-58.457185774873182;-34.578434699536956;3498;ZABALA;Hormigón;3.83;31-08-2007;Vado Simple
-58.457357793276479;-34.578425221991573;1101;ALVAREZ THOMAS;Hormigón;4.13;31-08-2007;Vado Simple
-58.457284400501429;-34.578402454287847;3499;ZABALA;Hormigón;3.74;31-08-2007;Vado Simple
-58.458330275250283;-34.578269703472046;1199;ALVAREZ THOMAS;Hormigón;12.48;31-08-2007;Vado Doble
-58.458336237851881;-34.574882542475038;1302;SUPERI;Hormigón;13.54;31-08-2007;Vado Doble
-58.451649905356696;-34.579263114570765;3399;GARCIA TEODORO;Hormigón;15.70;31-08-2007;Vado Doble
-58.418668788780963;-34.585264290296379;4102;GUEMES;Hormigón;6.30;06-08-2007;Vado Doble
-58.4186198726036;-34.585364114528581;2399;MALABIA;Hormigón;3.07;06-08-2007;Vado Simple
-58.418483338415292;-34.585371196702589;4098;GUEMES;Hormigón;2.75;06-08-2007;Vado Simple
-58.418424467713336;-34.585271333470168;4099;GUEMES;Hormigón;15.29;06-08-2007;Vado Doble
-58.45614911475321;-34.572011813933884;1402;ZAPIOLA;Hormigón;17.34;04-10-2007;Vado Doble
-58.452092552523062;-34.580020778861332;701;ALVAREZ THOMAS;Hormigón;4.47;04-10-2007;Vado Simple
-58.452002172035314;-34.580000383114566;3499;GARCIA TEODORO;Hormigón;4.83;04-10-2007;Vado Simple
-58.45118291955545;-34.578425890382952;702;MARTINEZ ENRIQUE GRAL;Hormigón;19.92;04-10-2007;Vado Doble
-58.451055555928441;-34.578483643912527;698;MARTINEZ ENRIQUE GRAL;Hormigón;14.54;04-10-2007;Vado Doble
-58.450993947942351;-34.578371504768533;699;MARTINEZ ENRIQUE GRAL;Hormigón;13.95;04-10-2007;Vado Doble
-58.451701122872791;-34.579387529535566;702;DELGADO;Hormigón;17.87;04-10-2007;Vado Doble
-58.451553215304173;-34.579455475652381;3420;GARCIA TEODORO;Hormigón;15.34;04-10-2007;Vado Doble
-58.451508040456893;-34.579333144354891;699;DELGADO;Hormigón;16.95;04-10-2007;Vado Doble
-58.45486817013893;-34.579103826485479;901;ALVAREZ THOMAS;Hormigón;16.06;04-10-2007;Vado Doble
-58.454728484157592;-34.579151389119382;899;ALVAREZ THOMAS;Hormigón;12.29;04-10-2007;Vado Doble
-58.453072783470333;-34.579705139965135;801;ALVAREZ THOMAS;Hormigón;3.89;04-10-2007;Vado Simple
-58.452982404666486;-34.579671153036863;3499;PALPA;Hormigón;5.51;04-10-2007;Vado Simple
-58.452900233770116;-34.57971192218627;799;ALVAREZ THOMAS;Hormigón;6.24;04-10-2007;Vado Simple
-58.418586383789197;-34.585189702927394;4101;GUEMES;Hormigón;2.98;11-10-2007;Vado Simple
-58.449003444582445;-34.579329195613305;3298;OLLEROS;Hormigón;16.17;07-11-2007;Vado Doble
-58.447859255831105;-34.577384543657118;599;FREIRE RAMON CAP GRAL;Hormigón;14.41;07-11-2007;Vado Doble
-58.457094040022724;-34.571503507725353;3002;AVILES VIRREY;Hormigón;15.03;07-11-2007;Vado Doble
-58.460965855875955;-34.576391584163893;1402;DELGADO;Hormigón;15.19;07-11-2007;Vado Doble
-58.458678864687229;-34.572006423490222;1555;FREIRE RAMON CAP GRAL;Hormigón;18.20;07-11-2007;Vado Doble
-58.458833110945832;-34.571882201864732;3099;ELCANO;Hormigón;14.11;07-11-2007;Vado Doble
-58.458918342913272;-34.572016503571874;3101;ELCANO;Hormigón;13.94;07-11-2007;Vado Doble
-58.458747860982164;-34.572134009826101;3102;ELCANO;Hormigón;13.81;07-11-2007;Vado Doble
-58.457223772827142;-34.571425811575608;1502;ZAPIOLA;Hormigón;15.67;07-11-2007;Vado Doble
-58.457146658913999;-34.571338513709733;1501;ZAPIOLA;Hormigón;15.20;07-11-2007;Vado Doble
-58.457020827344266;-34.571409014921265;1499;ZAPIOLA;Hormigón;14.73;07-11-2007;Vado Doble
-58.44788701736946;-34.578668413433128;501;CONDE;Hormigón;11.21;07-11-2007;Vado Doble
-58.44775424202389;-34.578740286651026;499;CONDE;Hormigón;13.87;07-11-2007;Vado Doble
-58.447822037710935;-34.578842994080858;3202;MAURE;Hormigón;13.53;07-11-2007;Vado Doble
-58.447277430159438;-34.577630340027774;3099;MAURE;Hormigón;11.47;07-11-2007;Vado Doble
-58.447119108133435;-34.577694111902339;499;FREIRE RAMON CAP GRAL;Hormigón;12.19;07-11-2007;Vado Doble
-58.447196210572045;-34.577818348209526;498;FREIRE RAMON CAP GRAL;Hormigón;14.27;07-11-2007;Vado Doble
-58.448016265642444;-34.57731818617237;3099;OLLEROS;Hormigón;12.91;07-11-2007;Vado Doble
-58.448093370831032;-34.577432349502367;602;FREIRE RAMON CAP GRAL;Hormigón;14.26;07-11-2007;Vado Doble
-58.447935048022245;-34.577506194855907;598;FREIRE RAMON CAP GRAL;Hormigón;11.27;07-11-2007;Vado Doble
-58.417337327237014;-34.586192702415268;3998;GUEMES;Hormigón;3.44;09-11-2007;Vado Simple
-58.417449775903151;-34.586195562345317;2399;SCALABRINI ORTIZ;Hormigón;3.50;09-11-2007;Vado Simple
-58.417592973523554;-34.586049069693999;4002;GUEMES;Hormigón;5.43;09-11-2007;Vado Simple
-58.416394140134791;-34.586705855696927;2401;ARAOZ;Hormigón;3.04;09-11-2007;Vado Simple
-58.416390690319233;-34.586781945395792;3899;GUEMES;Hormigón;3.20;09-11-2007;Vado Simple
-58.416530391239341;-34.586801725623523;3898;GUEMES;Hormigón;4.00;09-11-2007;Vado Simple
-58.416676947838781;-34.586748235454827;2398;ARAOZ;Hormigón;2.40;09-11-2007;Vado Simple
-58.416670171480476;-34.586677778261901;3902;GUEMES;Hormigón;2.56;09-11-2007;Vado Simple
-58.416583299442081;-34.586638290869132;3901;GUEMES;Hormigón;3.32;09-11-2007;Vado Simple
-58.416481074569539;-34.586632615827448;2402;ARAOZ;Hormigón;2.66;09-11-2007;Vado Simple
-58.415525351346901;-34.587383950517747;2401;ALVAREZ JULIAN;Hormigón;4.65;09-11-2007;Vado Doble
-58.415794577885059;-34.587341781510823;2398;ALVAREZ JULIAN;Hormigón;8.23;09-11-2007;Vado Doble
-58.41571624684552;-34.587262842194328;3801;GUEMES;Hormigón;3.12;09-11-2007;Vado Simple
-58.41561401490921;-34.587268439164859;2402;ALVAREZ JULIAN;Hormigón;3.41;09-11-2007;Vado Simple
-58.415661631144246;-34.587429094082253;2399;ALVAREZ JULIAN;Hormigón;14.90;09-11-2007;Vado Doble
-58.414609280555389;-34.588056371320384;3701;GUEMES;Hormigón;4.72;09-11-2007;Vado Simple
-58.414527495147247;-34.588059157250036;1902;SALGUERO JERONIMO;Hormigón;3.71;09-11-2007;Vado Simple
-58.414673954703929;-34.588180396920173;1898;SALGUERO JERONIMO;Hormigón;3.56;09-11-2007;Vado Simple
-58.41468080731817;-34.58811558136621;3702;GUEMES;Hormigón;3.56;09-11-2007;Vado Simple
-58.4134467249485;-34.588713154258627;2001;VIDT;Hormigón;3.16;13-12-2007;Vado Simple
-58.41343251793085;-34.588811439834792;3599;GUEMES;Hormigón;3.34;13-12-2007;Vado Simple
-58.413630553272917;-34.588898109583837;1999;VIDT;Hormigon;3.34;13-12-2007;Vado Simple
-58.413514528449802;-34.588902743416234;3598;GUEMES;Hormigon;3.50;13-12-2007;Vado Simple
-58.413551464761923;-34.588650009212799;2002;VIDT;Hormigon;3.28;13-12-2007;Vado Simple
-58.413656159039498;-34.588664092946857;3601;GUEMES;Hormigon;3.22;13-12-2007;Vado Simple
-58.414488352313889;-34.588261898197821;3698;GUEMES;Hormigon;3.12;13-12-2007;Vado Simple
-58.414593046263811;-34.588275981128774;1899;SALGUERO;Hormigon;3.63;13-12-2007;Vado Simple
-58.462324786495927;-34.575929652163616;1401;FOREST;Hormigon;17.61;06-12-2007;Vado Doble
-58.46222812800432;-34.576024406622217;1399;FOREST;Hormigon;21.76;06-12-2007;Vado Doble
-58.418209519166609;-34.594200875150158;3898;HONDURAS;Hormigon;16.63;06-12-2007;Vado Doble
-58.418179177151458;-34.594024679932254;3899;HONDURAS;Hormigon;15.55;06-12-2007;Vado Doble
-58.418352836346195;-34.594033626399487;3901;HONDURAS;Hormigon;13.66;06-12-2007;Vado Doble
-58.418399293485756;-34.594206866347243;3902;HONDURAS;Hormigon;15.82;06-12-2007;Vado Doble
-58.416474783182515;-34.593989993815995;3801;HONDURAS;Hormigon;23.11;06-12-2007;Vado Doble
-58.416530180789202;-34.594176562712839;3802;HONDURAS;Hormigon;19.44;06-12-2007;Vado Doble
-58.423460922073765;-34.593486535596981;4299;HONDURAS;Hormigon;10.37;06-12-2007;Vado Doble
-58.441299311274527;-34.585222203128914;5799;VEGA NICETO CNEL;Hormigon;13.67;06-12-2007;Vado Doble
-58.441426434983939;-34.58513487341208;5801;VEGA NICETO CNEL;Hormigon;17.65;06-12-2007;Vado Doble
-58.441610785493978;-34.585277037379008;5802;VEGA NICETO CNEL;Hormigon;13.40;06-12-2007;Vado Doble
-58.44146933894018;-34.585370286960469;5798;VEGA NICETO CNEL;Hormigon;12.01;06-12-2007;Vado Doble
-58.432327095042218;-34.588764928228599;1498;THAMES;Hormigon;15.37;06-12-2007;Vado Doble
-58.43202991840365;-34.588757451204117;5099;GORRITI;Hormigon;10.66;06-12-2007;Vado Doble
-58.432943237866688;-34.589360455430608;5099;CABRERA JOSE A;Hormigon;13.87;06-12-2007;Vado Doble
-58.433086427390947;-34.589446361599308;5098;CABRERA JOSE A;Hormigon;15.49;06-12-2007;Vado Doble
-58.433211775873239;-34.589359040072367;5102;CABRERA JOSE A;Hormigon;10.54;06-12-2007;Vado Doble
-58.433082907828386;-34.589274618066305;1402;THAMES;Hormigon;14.11;06-12-2007;Vado Doble
-58.433125128228319;-34.588064612316309;1502;URIARTE;Hormigon;15.26;06-12-2007;Vado Doble
-58.432985458227435;-34.588156371909037;1501;URIARTE;Hormigon;14.09;06-12-2007;Vado Doble
-58.433125066327882;-34.58823931609556;1499;URIARTE;Hormigon;15.49;06-12-2007;Vado Doble
-58.433973174617265;-34.588632089007191;1402;URIARTE;Hormigon;15.83;06-12-2007;Vado Doble
-58.455294233721744;-34.566801050278229;2598;HERNANDEZ JOSE;Hormigon;17.01;06-12-2007;Vado Doble
-58.439582685245838;-34.574602624237258;2502;DUMONT SANTOS;Hormigon;13.93;08-01-2008;Vado Doble
-58.434720646508367;-34.588081494111876;1601;GODOY CRUZ;Hormigon;15.11;08-01-2008;Vado Doble
-58.433938463020283;-34.587409582226876;5301;GORRITI;Hormigon;15.76;08-01-2008;Vado Doble
-58.433951207061646;-34.587585639729618;5298;GORRITI;Hormigon;13.87;08-01-2008;Vado Doble
-58.433811983399018;-34.587506183771943;1701;GODOY CRUZ;Hormigon;13.17;08-01-2008;Vado Doble
-58.423886171747363;-34.581526812131337;2302;URIARTE;Hormigon;3.50;09-01-2008;Vado Simple
-58.423880881268644;-34.581462270188887;4602;GUEMES;Hormigon;3.50;09-01-2008;Vado Simple
-58.423753128789997;-34.581592776832899;4598;GUEMES;Hormigon;11.50;09-01-2008;Vado Simple
-58.423614855081816;-34.581466585760467;2401;URIARTE;Hormigon;3.82;09-01-2008;Vado Simple
-58.423616602483726;-34.581522325635333;4599;GUEMES;Hormigon;4.02;09-01-2008;Vado Simple
-58.423723071786;-34.581394745986117;4601;GUEMES;Hormigon;3.45;09-01-2008;Vado Simple
-58.413737582255187;-34.588825395620276;1998;VIDT;Hormigon;2.41;09-01-2008;Vado Simple
-58.413748273191608;-34.588741791039986;3602;GUEMES;Hormigon;2.30;09-01-2008;Vado Simple
-58.424638842064738;-34.580945664409747;4702;GUEMES;Hormigon;11.39;27-02-2008;Vado Doble
-58.424410696000542;-34.580926564099101;4699;GUEMES;Hormigon;12.96;27-02-2008;Vado Doble
-58.424533446012617;-34.580828286293233;4701;GUEMES;Hormigon;8.84;27-02-2008;Vado Doble
-58.417511898503946;-34.585964959644663;4001;GUEMES;Hormigon;3.23;13-03-2008;Vado Simple
-58.417440347561353;-34.585968519411018;2402;SCALABRINI ORTIZ RAUL;Hormigon;3.50;13-03-2008;Vado Simple
-58.452482913819232;-34.579004785214408;798;DELGADO;Hormigon;18.80;10-03-2008;Vado Doble
-58.452621746587347;-34.578935251586479;3401;PALPA;Hormigon;14.79;11-04-2008;Vado Doble
-58.452565067216362;-34.578820623484617;801;DELGADO;Hormigon;18.34;11-04-2008;Vado Doble
-58.452435924205965;-34.578889647246079;3398;PALPA;Hormigon;16.18;11-04-2008;Vado Doble
-58.438191401664682;-34.588764858470505;1898;JUSTO JUAN B;Hormigon;4.14;09-05-2008;Vado Simple
-58.43795895282647;-34.588839218849465;1302;DARWIN;Hormigon;4.53;09-05-2008;Vado Simple
-58.43806141728367;-34.58885060735804;5401;CORDOBA;Hormigon;6.05;09-05-2008;Vado Simple
-58.422340853456276;-34.580484415158232;4298;SANTA FE (plazoleta);Hormigon;4.32;11-06-2008;Vado Simple
-58.422432949998367;-34.580570592175533;4299;SANTA FE (plazoleta);Hormigon;4.32;11-06-2008;Vado Simple
-58.421833940721491;-34.580797356231997;4208;SANTA FE (plazoleta);Hormigon;7.07;11-06-2008;Vado Simple
-58.421729754153745;-34.580858617918594;0;CALZADA CIRCULAR (plazoleta);Hormigon;7.16;11-06-2008;Vado Simple
-58.421819824751971;-34.580991181339641;4201;SANTA FE (plazoleta);Hormigon;7.92;11-06-2008;Vado Simple
-58.421719752922492;-34.580830451251451;4202;SANTA FE (plazoleta);Hormigon;1.46;11-06-2008;Vado Simple
-58.421741780345918;-34.580842055302249;4204;SANTA FE (plazoleta);Hormigon;1.55;11-06-2008;Vado Simple
-58.4378353733455;-34.589012364512676;5399;CORDOBA;Hormigon;4.28;06-06-2008;Vado Simple
-58.437843614422263;-34.588900366946639;1301;DARWIN;Hormigon;5.51;06-06-2008;Vado Simple
-58.432171158691006;-34.574138837996024;250;CAMPOS LUIS MARIA;Hormigon;17.83;06-06-2008;Vado Doble
-58.437317298550376;-34.58492458871158;5608;GORRITI;Hormigon;9.98;06-06-2008;Vado Doble
-58.459949327668838;-34.575196776939606;0;PZA PADILLA;Hormigon;3.49;10-07-2008;Vado Simple
-58.460081904315985;-34.575396171083462;0;PZA PADILLA;Hormigon;5.40;10-07-2008;Vado Simple
-58.459954796528841;-34.575494051255134;0;PZA PADILLA;Hormigon;6.19;10-07-2008;Vado Simple
-58.434635956477102;-34.582776428418669;1899;FITZ ROY;Hormigon;22.50;10-07-2008;Vado Doble
-58.434644657621256;-34.5825977608757;1902;FITZ ROY;Hormigon;21.35;10-07-2008;Vado Doble
-58.434527971221343;-34.58269183329098;5599;COSTA RICA;Hormigon;27.95;10-07-2008;Vado Doble
-58.434751198305165;-34.582695458003855;5602;COSTA RICA;Hormigon;21.46;10-07-2008;Vado Doble
-58.433707387399203;-34.583307698321946;1902;HUMBOLDT;Hormigon;30.41;04-08-2008;Vado Doble
-58.433579326405578;-34.583413551775685;1901;HUMBOLDT;Hormigon;23.15;04-08-2008;Vado Doble
-58.410328273077916;-34.582332851222681;3602;LAS HERAS GRAL;Hormigon;17.21;04-08-2008;Vado Doble
-58.410399330374474;-34.582438765640333;2998;ARAOZ;Hormigon;3.30;04-08-2008;Vado Simple
-58.410456085787843;-34.58266820516166;2989;ARAOZ;Hormigon;6.66;04-08-2008;Vado Doble
-58.410264043835227;-34.582679887688805;2495;SALGUERO;Hormigon;4.95;04-08-2008;Vado Simple
-58.410200217258698;-34.582385738180889;2999;ARAOZ;Hormigon;4.10;04-08-2008;Vado Simple
-58.410150426986057;-34.582391599195049;2498;SALGUERO;Hormigon;3.50;04-08-2008;Vado Simple
-58.412286120751538;-34.586403572485693;3498;ARENALES;Hormigon;14.64;04-08-2008;Vado Doble
-58.412314692310211;-34.586203581398678;3501;ARENALES;Hormigon;13.62;04-08-2008;Vado Doble
-58.411838385623305;-34.585803378037852;3502;BERUTI;Hormigon;13.63;04-08-2008;Vado Doble
-58.411703313389872;-34.585691555343914;3501;BERUTI;Hormigon;11.66;04-08-2008;Vado Doble
-58.411546770229585;-34.585797373721824;2201;SALGUERO;Hormigon;17.13;04-08-2008;Vado Doble
-58.411674733352257;-34.585903311176835;2143;SALGUERO;Hormigon;14.81;04-08-2008;Vado Doble
-58.411077694933248;-34.585214814797936;2298;SALGUERO;Hormigon;16.57;04-08-2008;Vado Doble
-58.410963834870763;-34.585308885605421;3299;SALGUERO;Hormigon;16.96;04-08-2008;Vado Doble
-58.411028008625934;-34.585050085482237;3301;JUNCAL;Hormigon;10.01;04-08-2008;Vado Doble
-58.410708744196178;-34.583761695621313;2402;SALGUERO;Hormigon;13.65;04-08-2008;Vado Doble
-58.41107839333317;-34.58408538673266;2858;ALVAREZ JULIAN;Hormigon;4.45;04-08-2008;Vado Simple
-58.410879232041637;-34.584102949652049;2899;ALVAREZ JULIAN;Hormigon;4.63;04-08-2008;Vado Simple
-58.410779634901559;-34.584138201962261;2398;SALGUERO;Hormigon;4.25;04-08-2008;Vado Simple
-58.433846606551377;-34.583425331608254;1898;HUMBOLDT;Hormigon;26.07;04-08-2008;Vado Doble
-58.433704320619967;-34.583531181827354;1899;HUMBOLDT;Hormigon;26.21;04-08-2008;Vado Doble
-58.453261071493621;-34.56850300014986;1498;AMENABAR;Hormigon;13.95;04-08-2008;Vado Doble
-58.422591435892187;-34.580460765200911;4399;SANTA FE;Hormigon;8.69;10-09-2008;Vado Simple
-58.422508618053655;-34.580399428496229;4398;SANTA FE;Hormigon;8.69;10-09-2008;Vado Simple
-58.410063358448753;-34.582113448133342;3599;LAS HERAS;Hormigon;18.81;08-09-2008;Vado Doble
-58.407018936937007;-34.578902919145463;2899;SALGUERO JERONIMO;Hormigon;3.05;08-09-2008;Vado Simple
-58.40696934799405;-34.578915199088129;2598;DEL LIBERTADOR;Hormigon;4.84;08-09-2008;Vado Simple
-58.406731684797613;-34.578431189044096;2601;DEL LIBERTADOR;Hormigon;4.31;08-09-2008;Vado Simple
