id;nombre;perimetro;area;circunscri;geojson
1;Sección 33;7303.55;2911566.17372;V;"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.4395662360122,-34.5645214015738],[-58.4403254341565,-34.5653811974137],[-58.4403254690185,-34.5653812289708],[-58.440382521097,-34.5653336321361],[-58.4408911218213,-34.5658553154376],[-58.4415163667199,-34.5664966318062],[-58.4429804900112,-34.5679982096273],[-58.4435235498596,-34.5685552042174],[-58.4437135916848,-34.5687501196904],[-58.4448856633692,-34.569952108918],[-58.4453737419808,-34.570847992504],[-58.4453956367109,-34.5708843617972],[-58.4456985208474,-34.5713874975732],[-58.4458296006562,-34.5716036467447],[-58.4458296202681,-34.5716036674807],[-58.4463323557507,-34.5724324831595],[-58.4465886014508,-34.5728548974771],[-58.4465886232395,-34.5728549353408],[-58.4469650397007,-34.5734754819462],[-58.4469797791347,-34.5734997805443],[-58.4470004921448,-34.5735339273152],[-58.4470496872461,-34.5736150277969],[-58.4482813454564,-34.5731024112342],[-58.4492057819244,-34.5727157393698],[-58.4502613355097,-34.5722656309643],[-58.4517814794114,-34.5716172329466],[-58.4517815099269,-34.5716172212305],[-58.451912033867,-34.5715705369686],[-58.4529247954375,-34.571214504637],[-58.4538808678742,-34.5708818622728],[-58.4539144076682,-34.5709249655919],[-58.4549843745588,-34.5706037566708],[-58.4562063994429,-34.5702369666517],[-58.4562164429543,-34.5702339590555],[-58.4577197470944,-34.5697760456608],[-58.4576481957135,-34.5696312134615],[-58.4576289475126,-34.5695922512005],[-58.4576055914548,-34.5695449747145],[-58.4575139091468,-34.5693696816767],[-58.4574969587443,-34.5692881044592],[-58.4574824072841,-34.569218128971],[-58.4574750179473,-34.569109246408],[-58.457628015889,-34.5689980502858],[-58.4588884447445,-34.5675452869629],[-58.4596648991997,-34.5666502629373],[-58.4604884399448,-34.5657010198126],[-58.4611705635868,-34.5649146817205],[-58.4613019889056,-34.5647631741901],[-58.4621297367909,-34.5638089131027],[-58.4629172854295,-34.562901127721],[-58.4629173268368,-34.5629010880572],[-58.4637288304922,-34.561965522726],[-58.4640329701038,-34.5616149004235],[-58.4644238029737,-34.5611643478511],[-58.4644508068845,-34.5611255734512],[-58.464522634136,-34.5610224385473],[-58.4646702422817,-34.5608103145352],[-58.4651628712301,-34.5602360592331],[-58.4655922681452,-34.5597355004632],[-58.465826224048,-34.5594627703188],[-58.466374679313,-34.5588233545215],[-58.4665044893622,-34.5586725687575],[-58.4671559339068,-34.5579155755009],[-58.4671811032955,-34.5578863072272],[-58.4663474846558,-34.5574502129165],[-58.4662178152045,-34.5573823781534],[-58.4652752129678,-34.5568892809318],[-58.4643419858441,-34.556401106294],[-58.4637323133592,-34.556082151296],[-58.4634127640357,-34.5559149716524],[-58.4631258140254,-34.5557648564002],[-58.4628375063452,-34.5556140391436],[-58.4625330391288,-34.5554802973413],[-58.4613538315213,-34.5548621569975],[-58.4604096553904,-34.5543671938504],[-58.4594721496514,-34.5538756769928],[-58.458754679964,-34.5534995124394],[-58.4585339673841,-34.5533852039649],[-58.4582290207287,-34.5532272131791],[-58.4582285696701,-34.553226979687],[-58.4582087794537,-34.553242547001],[-58.4579431933409,-34.5534533310893],[-58.457543734107,-34.5537516424983],[-58.4572587127514,-34.553958851812],[-58.4568376570326,-34.5542553732481],[-58.4565008112929,-34.5544822280776],[-58.4561035047517,-34.5547394476569],[-58.4557752939841,-34.5549430777862],[-58.455352072129,-34.5551985067548],[-58.4550314973524,-34.555383331991],[-58.4549957880113,-34.5554039197535],[-58.4543479939986,-34.5557736598897],[-58.4539053312904,-34.5560255100322],[-58.4538104906796,-34.5560794927779],[-58.453469143882,-34.556273785703],[-58.4531430820683,-34.5564613324173],[-58.4525995164627,-34.5567736453927],[-58.4521389722495,-34.5570382530326],[-58.4516747030921,-34.5573025980682],[-58.4514044797309,-34.5574565751647],[-58.4513831829709,-34.5574687057986],[-58.451117576464,-34.5576133779242],[-58.4510031281971,-34.5576669590739],[-58.4508152615953,-34.5577491152428],[-58.4506938930407,-34.5578167354996],[-58.450504305156,-34.5579223638552],[-58.4502769147741,-34.5580520756983],[-58.4502733154976,-34.5580541351435],[-58.4501237345534,-34.558139447403],[-58.4500659378711,-34.558172413743],[-58.4497009899056,-34.5583831694064],[-58.4496393821037,-34.558418783595],[-58.4492993286717,-34.558615357309],[-58.4491330523994,-34.558710019949],[-58.4487666865027,-34.5589207519095],[-58.4487599498392,-34.5589246264701],[-58.44875872935,-34.5589253285596],[-58.448692963482,-34.5589631557514],[-58.4486700825556,-34.5589763178864],[-58.4486082951921,-34.5590118576116],[-58.4481353641312,-34.5592833329851],[-58.4477963213726,-34.5594797953321],[-58.4476668388961,-34.5595532989325],[-58.4474313626269,-34.5596869717209],[-58.4468007769145,-34.5600513145829],[-58.4466042592246,-34.5601602586802],[-58.4464413139029,-34.5602517602931],[-58.4464293353236,-34.5602584862103],[-58.4463256772807,-34.5603138510604],[-58.4461550734675,-34.5604049338907],[-58.4460932878741,-34.5604373172637],[-58.4458484171585,-34.560565666251],[-58.4457808256098,-34.560598630098],[-58.4456522135383,-34.5606613548476],[-58.4454273065011,-34.5607710421755],[-58.4451703224161,-34.5608889078375],[-58.4448485518361,-34.5610264132803],[-58.4445159846758,-34.5611657020341],[-58.4440927179805,-34.5613264134405],[-58.444087482887,-34.5613282939659],[-58.4440861784726,-34.5613287625204],[-58.4440915287754,-34.5613379851564],[-58.4441025986335,-34.5613570696111],[-58.4441036682593,-34.5613589123352],[-58.4441118669071,-34.5613730473981],[-58.4441134905168,-34.5613778036887],[-58.4443122695667,-34.5614436269251],[-58.4437128358514,-34.5616233651683],[-58.4433696070492,-34.561717925554],[-58.4432205387462,-34.5617567353667],[-58.4424096579324,-34.5619678442571],[-58.4419400766976,-34.56209009459],[-58.4412983329255,-34.5622302212321],[-58.4412503922096,-34.5622386837308],[-58.4405380910191,-34.5623644131467],[-58.4394457054448,-34.5625321200722],[-58.4388330609992,-34.5626999119491],[-58.4381758954155,-34.5629464838164],[-58.4388094870798,-34.5636642462234],[-58.4395662360122,-34.5645214015738]]]]}"
2;Sección 37;10073.1;5128465.61416;V;"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.4549843745588,-34.5706037566708],[-58.4539144076682,-34.5709249655919],[-58.4538808678742,-34.5708818622728],[-58.4529247954375,-34.571214504637],[-58.451912033867,-34.5715705369686],[-58.4517815099269,-34.5716172212305],[-58.4517814794114,-34.5716172329466],[-58.4502613355097,-34.5722656309643],[-58.4492057819244,-34.5727157393698],[-58.4482813454564,-34.5731024112342],[-58.4470496872461,-34.5736150277969],[-58.4472448561636,-34.5739368268338],[-58.4477279592641,-34.574838756619],[-58.4483721972003,-34.5760415602731],[-58.4488940525988,-34.5770158172306],[-58.4492753074701,-34.5777275282185],[-58.4494125164481,-34.5779836612493],[-58.4499824219902,-34.5789270087815],[-58.4499846491446,-34.5789306724906],[-58.4504502776691,-34.5796987007789],[-58.45055498401,-34.5798661124693],[-58.4505550079829,-34.5798661449237],[-58.450952449802,-34.5805016004481],[-58.4509529739265,-34.5805024325331],[-58.4514768511808,-34.5813399241071],[-58.4517121694926,-34.5817032687189],[-58.4522094884117,-34.5824713468856],[-58.4522095036672,-34.5824713739303],[-58.4527661144229,-34.583330822625],[-58.4534314675105,-34.5843581621477],[-58.4534403109352,-34.5843718404489],[-58.4539648506768,-34.5851817645885],[-58.4541840609017,-34.5849403622328],[-58.4546348934452,-34.5844435270372],[-58.45470346186,-34.5843679615849],[-58.4548280528037,-34.5842306570236],[-58.4548785012656,-34.5843097783217],[-58.4549126825178,-34.5843633858556],[-58.4549139586624,-34.5843653871456],[-58.4562080565257,-34.5838829074202],[-58.4566664021056,-34.5837120745821],[-58.4574955822079,-34.5834030197329],[-58.4574961434703,-34.5834039067792],[-58.4575335344698,-34.5834630125412],[-58.4575750200248,-34.583528591743],[-58.458026969046,-34.584261111795],[-58.4581026702481,-34.584321888312],[-58.4581600521202,-34.5843344926657],[-58.4582190295616,-34.5843292908014],[-58.4582190633504,-34.5843292835911],[-58.4592007909138,-34.5840859876411],[-58.4597015770011,-34.5840716409468],[-58.4603397038264,-34.5840533456989],[-58.4605345318123,-34.5840461665945],[-58.4605345339498,-34.5840478000135],[-58.4605355945703,-34.5849266470119],[-58.4605356159209,-34.5849439493523],[-58.4605065576643,-34.5849851773331],[-58.4604706411008,-34.5850361353814],[-58.4604255057232,-34.5852032534777],[-58.4604462857232,-34.5852877634492],[-58.4604139194362,-34.5854024167589],[-58.4603968838124,-34.5854631846606],[-58.4603887246251,-34.5854922867621],[-58.4603781988834,-34.5855298344575],[-58.4603665449054,-34.5855714070829],[-58.4603308013164,-34.5856989058938],[-58.4603434546859,-34.5857010263377],[-58.4604795637389,-34.5857238390575],[-58.4605771720128,-34.5857434805793],[-58.4605842175288,-34.5857448986749],[-58.4606880189485,-34.5857687743029],[-58.4607907990644,-34.5857953965299],[-58.4608925491642,-34.5858248374738],[-58.4609930381883,-34.5858568807872],[-58.4610243985636,-34.5858678797535],[-58.4610449443444,-34.5858750852846],[-58.4610457705459,-34.5858748554273],[-58.4612530891955,-34.5858172782548],[-58.4613445074679,-34.5857918892012],[-58.4614173252996,-34.585771666067],[-58.4614982285104,-34.5857491974693],[-58.4615210786902,-34.585742587395],[-58.4617302115572,-34.585678253097],[-58.4617561888298,-34.5856702619895],[-58.4617618032684,-34.5856685348639],[-58.4619397811794,-34.5856137823244],[-58.4620707267608,-34.5855709004227],[-58.462074834851,-34.5855695554876],[-58.4628890013898,-34.5852813333699],[-58.463415658417,-34.5850948882099],[-58.4634167287508,-34.5850941553286],[-58.4634915299933,-34.5850429140154],[-58.4647923163763,-34.5846199234032],[-58.4648839403268,-34.5845901317354],[-58.4662846800733,-34.5841346578022],[-58.4662847127716,-34.5841346541954],[-58.4671750998549,-34.5838451093843],[-58.4672931178624,-34.5838067232573],[-58.4673935956452,-34.5837740420383],[-58.4684199058403,-34.5834402516017],[-58.4685172307152,-34.5834086170831],[-58.4694925298649,-34.5830914498949],[-58.4695576690694,-34.5830702487609],[-58.4695527841338,-34.5826869228377],[-58.4695458539178,-34.5821364031768],[-58.4695410411134,-34.5817541390935],[-58.4695396653915,-34.5815914561618],[-58.4695305713854,-34.5805151952689],[-58.4695303635438,-34.5804925734957],[-58.4695303689903,-34.5804925374375],[-58.4695211803988,-34.5794028448088],[-58.4694892208023,-34.5787215931147],[-58.469431988654,-34.5786739305158],[-58.469342775344,-34.5785996427172],[-58.4694821166599,-34.578569931501],[-58.469580627564,-34.5785489331087],[-58.4703425881997,-34.578386415621],[-58.470738952253,-34.5783019183385],[-58.4708732934452,-34.5782732785829],[-58.4708795557089,-34.5782719422201],[-58.4709673777784,-34.5782532006448],[-58.4712942466886,-34.5781843724788],[-58.471298495996,-34.5781834770434],[-58.4714219623695,-34.5781574606577],[-58.471985019196,-34.5780310057102],[-58.4726279540904,-34.5773017688732],[-58.4727346257692,-34.5771812629113],[-58.4736846744329,-34.57610772153],[-58.4736847027639,-34.5761076845682],[-58.4737919685316,-34.5759864726742],[-58.4744533450952,-34.5752379288375],[-58.4752418059919,-34.5743454884123],[-58.4759265658342,-34.5735704530851],[-58.4760259080332,-34.5734585366589],[-58.4768092281278,-34.5725765089447],[-58.4774653595361,-34.5718376674839],[-58.4775796791045,-34.5717086339744],[-58.4784088455428,-34.5707729260887],[-58.4790549889763,-34.5700435847199],[-58.4799092331019,-34.5690795521672],[-58.4800778454976,-34.5688895004242],[-58.4801054619389,-34.5688583722082],[-58.4807493284018,-34.5681326286635],[-58.4807493523672,-34.5681325880948],[-58.4815872683098,-34.5671883714594],[-58.481907585346,-34.5668273952714],[-58.4824249495921,-34.5662443292572],[-58.4827651978458,-34.565860907796],[-58.4827652229017,-34.5658608771427],[-58.482575607241,-34.5657606220656],[-58.4823913556054,-34.5656651543194],[-58.4818026747852,-34.5653602347782],[-58.4815183994456,-34.5652129750939],[-58.4814229382842,-34.5651635246077],[-58.481290797027,-34.5650950906324],[-58.4810478004372,-34.5649692068047],[-58.4808406496676,-34.5648614155448],[-58.4799003816434,-34.5643720986076],[-58.4799003500401,-34.5643720868932],[-58.4793119377826,-34.5640658237965],[-58.4790548996063,-34.5639320493153],[-58.4789145570254,-34.5638753407934],[-58.4788614232271,-34.5638538708321],[-58.4787698566593,-34.5638168712532],[-58.4786776508846,-34.5637703316611],[-58.4786776214607,-34.5637703181432],[-58.4777239233706,-34.5632886709563],[-58.476912385947,-34.562878891232],[-58.4767376842301,-34.5627917945604],[-58.4757802335476,-34.5623148372007],[-58.4747528982414,-34.5618030192921],[-58.4747528601008,-34.5618030003654],[-58.4740942080278,-34.5614748984333],[-58.4738181156402,-34.561336748928],[-58.4726992850012,-34.5607769612692],[-58.4716022817428,-34.5602281729129],[-58.4716022588585,-34.5602281539841],[-58.4714284186436,-34.5600937884496],[-58.4701007932963,-34.559404479529],[-58.4693028996448,-34.5589901634164],[-58.4691841950682,-34.558928524183],[-58.4682195101787,-34.5584277039361],[-58.4677581128151,-34.5581881358587],[-58.4671811032955,-34.5578863072272],[-58.4671559339068,-34.5579155755009],[-58.4665044893622,-34.5586725687575],[-58.466374679313,-34.5588233545215],[-58.465826224048,-34.5594627703188],[-58.4655922681452,-34.5597355004632],[-58.4651628712301,-34.5602360592331],[-58.4646702422817,-34.5608103145352],[-58.464522634136,-34.5610224385473],[-58.4644508068845,-34.5611255734512],[-58.4644238029737,-34.5611643478511],[-58.4640329701038,-34.5616149004235],[-58.4637288304922,-34.561965522726],[-58.4629173268368,-34.5629010880572],[-58.4629172854295,-34.562901127721],[-58.4621297367909,-34.5638089131027],[-58.4613019889056,-34.5647631741901],[-58.4611705635868,-34.5649146817205],[-58.4604884399448,-34.5657010198126],[-58.4596648991997,-34.5666502629373],[-58.4588884447445,-34.5675452869629],[-58.457628015889,-34.5689980502858],[-58.4574750179473,-34.569109246408],[-58.4574824072841,-34.569218128971],[-58.4574969587443,-34.5692881044592],[-58.4575139091468,-34.5693696816767],[-58.4576055914548,-34.5695449747145],[-58.4576289475126,-34.5695922512005],[-58.4576481957135,-34.5696312134615],[-58.4577197470944,-34.5697760456608],[-58.4562164429543,-34.5702339590555],[-58.4562063994429,-34.5702369666517],[-58.4549843745588,-34.5706037566708]]]]}"
3;Sección 31;8779.06;4661194.9681;V;"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.4245146580028,-34.5635332137977],[-58.4243635316146,-34.5635618279835],[-58.4243213834764,-34.5635699746509],[-58.4243211611622,-34.5635700178506],[-58.4241428248373,-34.5636044943388],[-58.4240532866409,-34.5636218035824],[-58.4239925765476,-34.5636376543461],[-58.4238435251987,-34.5636765711983],[-58.4236839417562,-34.5637182393287],[-58.4235210653828,-34.563768682694],[-58.4232631677624,-34.5638485545129],[-58.4231826164773,-34.5638735021883],[-58.4231129492906,-34.5638930140014],[-58.4229670409761,-34.5639338779289],[-58.4228848548253,-34.563956895776],[-58.4228581561955,-34.5639643735934],[-58.422753340758,-34.5639937337661],[-58.4225998980921,-34.5640367050787],[-58.422579840436,-34.5640703982302],[-58.4225633467316,-34.5640981042292],[-58.4223300544316,-34.5643404321431],[-58.4223251709725,-34.5643438569328],[-58.4220464752289,-34.5645392939647],[-58.4217071975046,-34.5647041581452],[-58.4216360333524,-34.5647387399213],[-58.4201442576113,-34.5653707643254],[-58.4200834489148,-34.5653965272311],[-58.4199676165807,-34.565456693553],[-58.4198273322382,-34.5655295606951],[-58.419874256418,-34.5656753746629],[-58.4198776508927,-34.5656859236967],[-58.4201185458628,-34.5660553492247],[-58.4201938874304,-34.5661708888232],[-58.4202180460358,-34.566207937728],[-58.4203200847228,-34.5663644176769],[-58.4205523968858,-34.5665410755211],[-58.4206416532161,-34.5665761374708],[-58.4207057000354,-34.5666828332544],[-58.4218533638242,-34.5685946848581],[-58.4219353124273,-34.5687311787932],[-58.421979263234,-34.5688043846934],[-58.4219806857006,-34.5688059077129],[-58.4224351893338,-34.5692925147098],[-58.4225066437438,-34.5693686916389],[-58.4225066807767,-34.5693687304134],[-58.4230745847538,-34.569974161404],[-58.4230799083746,-34.5699784738534],[-58.4230981178411,-34.5699932256385],[-58.4234282978961,-34.5702607015953],[-58.4236553064862,-34.5703759775824],[-58.4236671036849,-34.5703819687683],[-58.4236759128178,-34.5703901332889],[-58.4241034307084,-34.570786348927],[-58.4238870543906,-34.570886783576],[-58.423733062151,-34.5709582823832],[-58.4236287393328,-34.5710067198543],[-58.4235232642499,-34.5710556914242],[-58.4232447221099,-34.5711682113983],[-58.4248534576718,-34.5742812486311],[-58.4249874323436,-34.5745562313502],[-58.4252485780662,-34.5750922497457],[-58.4257146732905,-34.5760088385014],[-58.4266135337226,-34.577776290399],[-58.4267400546021,-34.5780250241319],[-58.4267814791869,-34.578106493712],[-58.4265312003287,-34.5781679777615],[-58.4278429882401,-34.5797370784187],[-58.4280649493169,-34.579982230333],[-58.4284778207266,-34.580438363028],[-58.4284791574987,-34.5804396641892],[-58.4289216872504,-34.5808722957586],[-58.4290100453337,-34.5809544310735],[-58.4290100714842,-34.5809544491096],[-58.4291100514385,-34.5810473553282],[-58.4300412470889,-34.5818796766917],[-58.4301663848828,-34.5819914803568],[-58.4306893948062,-34.5823769893478],[-58.4316705686126,-34.5831001596819],[-58.4329300478136,-34.5840284699677],[-58.4338168497252,-34.5846820893641],[-58.4347532128091,-34.5853721950944],[-58.4349024084657,-34.5854821522883],[-58.4357013395604,-34.5860709581549],[-58.4366665942275,-34.5867823232344],[-58.4378567410405,-34.5876593950188],[-58.4379174850403,-34.5877041505821],[-58.4379175111956,-34.5877041659119],[-58.4381544033529,-34.5875426370144],[-58.4383255682416,-34.5874259224942],[-58.4385103021567,-34.5872970895942],[-58.4392782977668,-34.5867615837074],[-58.4403783613761,-34.5859944348029],[-58.441449950643,-34.5852471225535],[-58.4421112272731,-34.5847859510603],[-58.4425223099814,-34.5844992591586],[-58.4436072343966,-34.5837426369805],[-58.4436072605589,-34.5837426207586],[-58.4443997797785,-34.5831918255823],[-58.4444069053523,-34.5831887581301],[-58.4444255722366,-34.5831807299486],[-58.4444485600264,-34.5831708274039],[-58.4444715118314,-34.5831609771334],[-58.444642513314,-34.58308748156],[-58.4457859875885,-34.5825960105066],[-58.4461817147653,-34.5824259258651],[-58.4470924721564,-34.5820344712672],[-58.4480518326744,-34.5816220940359],[-58.4480726134494,-34.5816131613981],[-58.4482750418364,-34.5815261463977],[-58.4482796339798,-34.5815241718727],[-58.4482895615355,-34.5815205167813],[-58.4482948141583,-34.5815185828988],[-58.4483258230482,-34.5815071661386],[-58.4483934029757,-34.5814822833589],[-58.448459568068,-34.5814579241167],[-58.4491919812231,-34.5811882776715],[-58.4493896193537,-34.5811155482019],[-58.449441624053,-34.5810964116605],[-58.4494416523924,-34.5810963999448],[-58.449595440632,-34.5810397949395],[-58.4496743253071,-34.5810085114951],[-58.449841108546,-34.5809423702687],[-58.4499989821068,-34.5808797561458],[-58.4499990322462,-34.5808797309105],[-58.4500132737923,-34.580874093848],[-58.4505172245318,-34.5806742198247],[-58.450952449802,-34.5805016004481],[-58.4505550079829,-34.5798661449237],[-58.45055498401,-34.5798661124693],[-58.4504502776691,-34.5796987007789],[-58.4499846491446,-34.5789306724906],[-58.4499824219902,-34.5789270087815],[-58.4494125164481,-34.5779836612493],[-58.4492753074701,-34.5777275282185],[-58.4488940525988,-34.5770158172306],[-58.4483721972003,-34.5760415602731],[-58.4477279592641,-34.574838756619],[-58.4472448561636,-34.5739368268338],[-58.4470496872461,-34.5736150277969],[-58.4470004921448,-34.5735339273152],[-58.4469797791347,-34.5734997805443],[-58.4469650397007,-34.5734754819462],[-58.4465886232395,-34.5728549353408],[-58.4465886014508,-34.5728548974771],[-58.4463323557507,-34.5724324831595],[-58.4458296202681,-34.5716036674807],[-58.4458296006562,-34.5716036467447],[-58.4456985208474,-34.5713874975732],[-58.4453956367109,-34.5708843617972],[-58.4453737419808,-34.570847992504],[-58.4448856633692,-34.569952108918],[-58.4437135916848,-34.5687501196904],[-58.4435235498596,-34.5685552042174],[-58.4429804900112,-34.5679982096273],[-58.4415163667199,-34.5664966318062],[-58.4408911218213,-34.5658553154376],[-58.440382521097,-34.5653336321361],[-58.4403254690185,-34.5653812289708],[-58.4403254341565,-34.5653811974137],[-58.4395662360122,-34.5645214015738],[-58.4388094870798,-34.5636642462234],[-58.4381758954155,-34.5629464838164],[-58.4380452110281,-34.5629768101654],[-58.4371721883792,-34.5632845123347],[-58.4366441418929,-34.5635603638763],[-58.4354559654583,-34.5625811432109],[-58.4354101704277,-34.5625434010521],[-58.4354085418171,-34.5625420584312],[-58.435402445693,-34.5625370350985],[-58.4349446883704,-34.5621597703211],[-58.4348584761988,-34.5620891843942],[-58.4341328157765,-34.56188457091],[-58.4332539200381,-34.5616978749027],[-58.4324481992151,-34.5616230974555],[-58.4321930846132,-34.5616160188993],[-58.4317720252643,-34.5616043356518],[-58.4312907755246,-34.5616223814838],[-58.4312766860444,-34.5616230918054],[-58.4304952000884,-34.5616624338067],[-58.4300743212995,-34.5617576331212],[-58.4299709621645,-34.5617908472749],[-58.4298518892171,-34.5618291133392],[-58.4298518510735,-34.5618291277521],[-58.4297674732649,-34.5618631184787],[-58.4296680261457,-34.561903586486],[-58.4294756877549,-34.5619826219843],[-58.4289727498716,-34.5621739012713],[-58.4285315449538,-34.5623294902983],[-58.4281894005703,-34.5624435643177],[-58.4279885106799,-34.5625105417796],[-58.4274917128291,-34.5626635051321],[-58.4271091757386,-34.5627705746296],[-58.4266463639113,-34.5628751105146],[-58.4263902761338,-34.562913265947],[-58.4263902445314,-34.5629132704448],[-58.4261712206159,-34.5629438336193],[-58.4259326748908,-34.5629674250308],[-58.4257691602927,-34.5630629616602],[-58.425601139442,-34.5631611343376],[-58.4255569656995,-34.5631869437966],[-58.4254272934601,-34.56326270707],[-58.4252194455489,-34.5633577877048],[-58.4250166018764,-34.5634266788485],[-58.4249789150842,-34.5634394794952],[-58.4247854222589,-34.5634803696497],[-58.4247137058916,-34.563495525943],[-58.4245156311695,-34.5635330293052],[-58.4245153064175,-34.5635330905021],[-58.4245146580028,-34.5635332137977]]]]}"
